vx,vy,vz,xpos0,ypos0,photons0,xpos1,ypos1,photons1
-4.74088,0,-4.46312,-25,0,704,25,0,491
-8.29004,0,1.76275,-25,0,134,25,0,98
-12.0651,0,3.48592,-99.9,-99.9,-1,-99.9,-99.9,-1
18.5116,0,3.20013,-25,0,452,25,0,790
7.41913,0,-2.82529,-25,0,1,25,0,4
18.692,0,0.564267,-25,0,4,25,0,19
-0.208847,0,-7.19355,-25,0,603,25,0,710
3.34849,0,-8.03095,-25,0,34,25,0,42
19.8248,0,-5.78709,-25,0,241,25,0,712
-8.33186,0,6.73771,-25,0,150,25,0,84
0.342787,0,9.35208,-99.9,-99.9,-1,25,0,1
-20.6786,0,-7.5876,-25,0,2,-99.9,-99.9,-1
-4.11907,0,-1.87783,-25,0,81,25,0,50
8.09904,0,-0.601275,-25,0,964,25,0,1391
6.87536,0,-3.67638,-25,0,1,-99.9,-99.9,-1
18.0325,0,-9.76195,-25,0,514,25,0,1153
1.22149,0,2.53283,-25,0,191,25,0,192
7.29676,0,6.27101,-99.9,-99.9,-1,-99.9,-99.9,-1
17.1646,0,-6.1671,-25,0,492,25,0,1181
14.5616,0,8.32471,-25,0,1,25,0,3
-10.2764,0,-3.43531,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.9123,0,0.209959,-25,0,306,25,0,160
-19.2629,0,2.99967,-25,0,765,25,0,346
5.23523,0,6.98345,-25,0,34,25,0,35
19.9634,0,-4.64134,-25,0,96,25,0,268
-12.1406,0,-9.69547,-25,0,2,-99.9,-99.9,-1
21.3125,0,-5.33351,-99.9,-99.9,-1,25,0,2
7.89572,0,5.72519,-25,0,454,25,0,1145
9.22096,0,-5.54948,-25,0,867,25,0,1267
4.70412,0,4.68739,-25,0,88,25,0,105
-9.22996,0,8.49993,-99.9,-99.9,-1,-99.9,-99.9,-1
21.1373,0,3.70577,-99.9,-99.9,-1,-99.9,-99.9,-1
-5.02575,0,-6.26958,-25,0,2010,25,0,1411
-14.0172,0,5.91534,-25,0,36,25,0,21
-4.7398,0,-2.57763,-25,0,491,25,0,434
10.6949,0,-0.597533,-99.9,-99.9,-1,-99.9,-99.9,-1
4.33656,0,0.142761,-99.9,-99.9,-1,-99.9,-99.9,-1
-7.09232,0,-4.19594,-25,0,1,25,0,1
4.21509,0,-9.40456,-25,0,611,25,0,506
19.1834,0,5.89414,-25,0,16,25,0,46
-11.922,0,-4.35891,-25,0,283,25,0,164
18.2954,0,3.30417,-25,0,100,25,0,266
-3.29761,0,-8.73966,-25,0,683,25,0,541
-19.1956,0,8.62725,-25,0,2,25,0,1
5.31054,0,0.291778,-25,0,519,25,0,785
18.4775,0,7.68203,-25,0,65,25,0,194
17.838,0,9.47091,-25,0,1,25,0,1
-5.01583,0,9.54867,-25,0,3,25,0,1
20.0099,0,1.47362,-25,0,12,25,0,60
6.86275,0,5.08742,-99.9,-99.9,-1,-99.9,-99.9,-1
-7.34952,0,9.39387,-25,0,6,25,0,7
3.76992,0,-8.51907,-99.9,-99.9,-1,25,0,1
-1.38031,0,5.30453,-25,0,147,25,0,132
-0.919208,0,-8.49802,-99.9,-99.9,-1,-99.9,-99.9,-1
17.4047,0,1.04213,-25,0,1,25,0,1
5.46602,0,-3.19396,-25,0,358,25,0,528
1.25027,0,-8.57005,-25,0,31,25,0,40
7.34971,0,-7.9727,-25,0,596,25,0,685
15.0919,0,-2.29423,-25,0,372,25,0,729
-7.92188,0,1.23727,-25,0,951,25,0,638
20.1244,0,7.03702,-25,0,266,25,0,1252
-15.1791,0,-3.30875,-25,0,363,25,0,159
-13.1982,0,5.00256,-99.9,-99.9,-1,-99.9,-99.9,-1
20.0469,0,2.31637,-25,0,81,25,0,457
-12.3078,0,4.47302,-25,0,8,25,0,6
8.09706,0,-1.55579,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.9721,0,-2.88588,-25,0,272,25,0,174
-9.5889,0,-0.000747855,-25,0,2,25,0,1
6.47999,0,-3.76847,-25,0,299,25,0,380
-16.9096,0,9.76879,-25,0,580,25,0,287
6.52987,0,6.08623,-25,0,46,25,0,47
9.0403,0,-6.43307,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.9171,0,-0.94842,-25,0,89,25,0,21
2.02273,0,-0.420422,-99.9,-99.9,-1,-99.9,-99.9,-1
3.72931,0,-2.89148,-99.9,-99.9,-1,-99.9,-99.9,-1
-10.6393,0,1.04326,-25,0,1402,25,0,552
-11.58,0,-4.27637,-25,0,148,25,0,86
-1.98227,0,-2.05844,-25,0,46,25,0,39
19.1729,0,5.10119,-99.9,-99.9,-1,25,0,2
-17.4177,0,1.10948,-25,0,4,25,0,3
-19.4223,0,5.46413,-25,0,79,25,0,25
-11.5738,0,4.15786,-25,0,23,25,0,25
-20.2185,0,-5.4025,-25,0,157,25,0,58
-17.0979,0,1.73963,-99.9,-99.9,-1,-99.9,-99.9,-1
-10.0484,0,-6.7174,-25,0,179,25,0,107
0.239695,0,-5.53862,-99.9,-99.9,-1,-99.9,-99.9,-1
-11.5361,0,8.0644,-25,0,69,25,0,40
-1.56397,0,8.87433,-25,0,26,25,0,25
10.7524,0,9.95601,-25,0,1,-99.9,-99.9,-1
-9.72877,0,-1.52568,-99.9,-99.9,-1,25,0,1
-13.6294,0,4.60379,-99.9,-99.9,-1,-99.9,-99.9,-1
19.9356,0,-2.32826,-25,0,29,25,0,70
5.68999,0,-2.82268,-25,0,2,25,0,1
-1.00204,0,3.9345,-25,0,125,25,0,129
1.16458,0,-6.95611,-25,0,14,25,0,31
-12.0931,0,-5.5473,-25,0,429,25,0,238
-9.30464,0,3.49128,-25,0,1,-99.9,-99.9,-1
-21.4517,0,1.90436,-25,0,92,25,0,15
9.61375,0,9.12627,-25,0,17,25,0,29
4.06098,0,3.97312,-99.9,-99.9,-1,-99.9,-99.9,-1
-10.0119,0,0.494473,-99.9,-99.9,-1,-99.9,-99.9,-1
17.5691,0,-7.17282,-25,0,2,25,0,2
-20.1334,0,3.51848,-25,0,1,-99.9,-99.9,-1
10.3597,0,0.344366,-25,0,10,25,0,8
13.3211,0,9.99088,-25,0,1,-99.9,-99.9,-1
5.91599,0,-5.03074,-25,0,10,25,0,26
3.18332,0,2.06638,-25,0,19,25,0,31
-11.446,0,6.17486,-25,0,95,25,0,71
-0.670984,0,8.63673,-25,0,31,25,0,19
11.7528,0,5.38628,-25,0,234,25,0,368
-8.8808,0,3.5993,-25,0,233,25,0,172
-4.31791,0,9.17121,-25,0,1,25,0,2
-20.9838,0,-8.18045,-99.9,-99.9,-1,-99.9,-99.9,-1
-10.7782,0,-8.46933,-25,0,1119,25,0,1160
18.9654,0,1.52355,-25,0,1,25,0,3
4.19337,0,-0.181467,-25,0,272,25,0,267
17.0919,0,-3.32629,-25,0,1,-99.9,-99.9,-1
3.62578,0,-1.05526,-25,0,99,25,0,112
-2.111,0,-4.01968,-25,0,786,25,0,739
20.5194,0,-1.36868,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.2403,0,-5.22177,-25,0,99,25,0,47
-7.56187,0,7.54157,-25,0,67,25,0,51
-15.1736,0,-0.679874,-25,0,1859,25,0,286
0.727332,0,3.15278,-25,0,543,25,0,537
11.8147,0,5.21987,-25,0,103,25,0,148
20.0235,0,-9.79266,-25,0,1,25,0,1
-14.0081,0,-8.38662,-25,0,1065,25,0,414
-1.7611,0,-6.82357,-25,0,2,-99.9,-99.9,-1
8.54263,0,-8.3796,-25,0,3,25,0,3
21.2958,0,2.93064,-25,0,165,25,0,768
18.0031,0,3.84235,-25,0,539,25,0,1588
-21.9525,0,-4.35685,-25,0,588,25,0,156
-3.56701,0,-6.97784,-25,0,1737,25,0,868
10.5443,0,-6.95421,-25,0,1463,25,0,1351
17.3165,0,8.766,-25,0,196,25,0,368
14.3278,0,-6.11657,-25,0,426,25,0,862
3.37509,0,2.79809,-99.9,-99.9,-1,-99.9,-99.9,-1
-18.4525,0,-4.32646,-25,0,3,25,0,2
-9.44081,0,-9.82101,-99.9,-99.9,-1,-99.9,-99.9,-1
19.8514,0,6.35369,-25,0,72,25,0,229
3.61914,0,9.06768,-25,0,1,25,0,1
-13.3454,0,-9.47249,-25,0,973,25,0,369
9.48969,0,2.87185,-25,0,426,25,0,627
15.6739,0,-3.02349,-25,0,781,25,0,1353
15.9495,0,1.41861,-25,0,344,25,0,944
-18.7517,0,-2.9193,-25,0,42,25,0,18
0.533402,0,8.86805,-25,0,242,25,0,228
-16.5901,0,6.64522,-25,0,1,25,0,2
-5.95561,0,2.83574,-25,0,157,25,0,130
9.95263,0,-3.39635,-25,0,262,25,0,453
15.9595,0,-6.49519,-25,0,1013,25,0,1555
9.31429,0,-4.31194,-99.9,-99.9,-1,25,0,1
7.73954,0,-8.04704,-25,0,3,25,0,3
-19.316,0,-4.42897,-25,0,272,25,0,90
-0.78555,0,-7.91873,-25,0,21,25,0,23
-1.42761,0,5.96684,-25,0,2,25,0,2
20.5152,0,6.61755,-25,0,197,25,0,1048
0.0909399,0,5.81422,-99.9,-99.9,-1,-99.9,-99.9,-1
5.89034,0,-8.36014,-25,0,374,25,0,559
7.47788,0,-2.74816,-25,0,123,25,0,198
-17.951,0,-0.45002,-25,0,373,25,0,114
-20.3155,0,-6.3784,-25,0,1012,25,0,187
17.1323,0,3.88375,-25,0,1,-99.9,-99.9,-1
8.62041,0,-6.40243,-25,0,783,25,0,868
12.7335,0,2.39222,-25,0,139,25,0,248
6.76651,0,6.24183,-25,0,426,25,0,478
-17.9652,0,5.01979,-99.9,-99.9,-1,-99.9,-99.9,-1
20.1208,0,-0.435751,-25,0,310,25,0,913
-21.5534,0,6.33028,-25,0,4,25,0,1
13.2333,0,-4.98538,-99.9,-99.9,-1,25,0,1
17.5725,0,4.76895,-99.9,-99.9,-1,-99.9,-99.9,-1
4.28325,0,9.17444,-99.9,-99.9,-1,-99.9,-99.9,-1
-10.8488,0,7.25403,-25,0,1330,25,0,1120
21.966,0,1.68919,-25,0,82,25,0,385
-17.1047,0,5.37303,-25,0,154,25,0,65
13.0279,0,3.45373,-99.9,-99.9,-1,25,0,1
-0.845008,0,0.681287,-25,0,17,25,0,31
-8.4226,0,4.66114,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.44941,0,7.00906,-99.9,-99.9,-1,-99.9,-99.9,-1
19.5173,0,-4.16429,-99.9,-99.9,-1,-99.9,-99.9,-1
9.94567,0,-7.98541,-99.9,-99.9,-1,25,0,1
-17.3031,0,1.56549,-25,0,1,-99.9,-99.9,-1
6.69664,0,-9.30124,-25,0,835,25,0,1025
4.71319,0,-1.08223,-25,0,1,-99.9,-99.9,-1
5.8917,0,-9.84614,-25,0,1,-99.9,-99.9,-1
-11.1854,0,2.99053,-25,0,907,25,0,678
-8.01549,0,-7.58765,-25,0,2,-99.9,-99.9,-1
21.8998,0,-7.16986,-99.9,-99.9,-1,25,0,1
-15.1119,0,0.304508,-25,0,35,25,0,16
0.259729,0,-6.99381,-99.9,-99.9,-1,25,0,2
-15.4675,0,5.6505,-25,0,109,25,0,259
-18.7302,0,6.6262,-25,0,3095,25,0,764
-7.03491,0,-3.31753,-25,0,471,25,0,359
-19.6252,0,-6.55603,-25,0,1,-99.9,-99.9,-1
-18.6895,0,-8.89482,-99.9,-99.9,-1,25,0,1
17.5957,0,-3.20299,-25,0,145,25,0,387
-5.24999,0,0.570337,-25,0,47,25,0,28
-19.0526,0,-4.64443,-25,0,1515,25,0,811
13.7295,0,3.15484,-25,0,177,25,0,350
-5.09584,0,-1.84078,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.7948,0,9.16072,-25,0,59,25,0,34
-17.3149,0,-3.36138,-25,0,2,-99.9,-99.9,-1
-5.99145,0,1.873,-25,0,214,25,0,213
3.9459,0,6.61281,-99.9,-99.9,-1,-99.9,-99.9,-1
18.8145,0,1.39343,-25,0,285,25,0,1270
1.21555,0,-5.95254,-25,0,64,25,0,80
8.33949,0,2.45927,-25,0,157,25,0,240
12.141,0,7.34181,-25,0,11,25,0,7
-8.30526,0,-1.33196,-25,0,1,-99.9,-99.9,-1
-5.51516,0,0.523359,-25,0,1,-99.9,-99.9,-1
12.9312,0,2.56369,-25,0,10,25,0,17
-2.67075,0,-1.22058,-25,0,1,-99.9,-99.9,-1
-21.7763,0,0.0959734,-25,0,4,25,0,2
-4.9097,0,-7.73827,-25,0,441,25,0,437
13.5561,0,9.12926,-25,0,26,25,0,43
14.4239,0,-2.46585,-99.9,-99.9,-1,25,0,1
-6.9289,0,-7.75608,-25,0,375,25,0,250
10.7569,0,-0.931351,-25,0,347,25,0,504
-18.3756,0,-0.231065,-25,0,1,25,0,1
-18.0634,0,4.81261,-99.9,-99.9,-1,-99.9,-99.9,-1
5.53228,0,-9.17233,-25,0,333,25,0,343
-1.07619,0,-3.57936,-25,0,5,25,0,2
-19.7876,0,2.09907,-25,0,4,-99.9,-99.9,-1
21.179,0,-5.5384,-25,0,28,25,0,77
11.0678,0,4.04627,-99.9,-99.9,-1,-99.9,-99.9,-1
17.2821,0,-7.84154,-99.9,-99.9,-1,25,0,1
-4.48318,0,-9.76089,-25,0,398,25,0,278
4.74538,0,-9.20047,-99.9,-99.9,-1,-99.9,-99.9,-1
-9.46955,0,9.0735,-25,0,77,25,0,56
-20.222,0,1.61916,-25,0,951,25,0,295
21.1726,0,-1.08515,-25,0,143,25,0,538
-11.1541,0,-5.91809,-25,0,391,25,0,219
-18.4816,0,5.28631,-25,0,151,25,0,59
4.8556,0,-8.66413,-25,0,639,25,0,777
15.9325,0,2.25653,-99.9,-99.9,-1,25,0,1
15.8234,0,-9.34301,-25,0,7,25,0,14
-3.91283,0,-5.53099,-25,0,34,25,0,29
-20.3205,0,9.06656,-25,0,85,25,0,16
4.3559,0,0.194332,-99.9,-99.9,-1,-99.9,-99.9,-1
14.722,0,7.41054,-25,0,188,25,0,298
-6.05171,0,8.15622,-25,0,42,25,0,48
-21.1025,0,8.21,-25,0,498,25,0,104
18.073,0,0.692602,-25,0,88,25,0,250
1.95441,0,-5.13135,-25,0,5,25,0,8
18.0819,0,-9.03503,-25,0,191,25,0,569
0.822601,0,-9.81895,-25,0,186,25,0,104
2.03242,0,-2.04047,-25,0,560,25,0,657
11.9366,0,8.58094,-25,0,1,25,0,1
9.6318,0,1.97385,-25,0,552,25,0,1653
2.46018,0,9.16043,-99.9,-99.9,-1,25,0,1
-21.4725,0,-5.90839,-25,0,71,25,0,23
20.8497,0,-8.86377,-99.9,-99.9,-1,-99.9,-99.9,-1
-5.04774,0,8.75766,-25,0,60,25,0,47
-7.85916,0,0.962261,-25,0,40,25,0,36
14.427,0,9.90866,-99.9,-99.9,-1,25,0,1
-18.6516,0,-8.62494,-25,0,104,25,0,38
-20.2272,0,4.46164,-25,0,880,25,0,127
20.3263,0,4.10242,-99.9,-99.9,-1,25,0,2
11.162,0,8.72878,-25,0,122,25,0,185
-3.29434,0,2.90633,-25,0,135,25,0,147
-13.63,0,-9.16909,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.7454,0,9.39818,-25,0,23,25,0,7
19.2314,0,4.45906,-99.9,-99.9,-1,-99.9,-99.9,-1
12.4626,0,8.49966,-25,0,7,25,0,3
-8.97396,0,0.982735,-25,0,744,25,0,597
20.0637,0,7.17783,-99.9,-99.9,-1,25,0,1
14.6991,0,8.58706,-99.9,-99.9,-1,-99.9,-99.9,-1
-8.65874,0,5.80237,-25,0,36,25,0,33
0.310708,0,-0.461499,-25,0,126,25,0,107
-2.68487,0,-5.12837,-25,0,76,25,0,64
18.2919,0,7.66849,-99.9,-99.9,-1,25,0,1
2.76804,0,-8.56082,-25,0,294,25,0,366
21.6537,0,8.58332,-99.9,-99.9,-1,-99.9,-99.9,-1
4.05853,0,6.76605,-25,0,331,25,0,395
-10.5375,0,-4.29436,-99.9,-99.9,-1,-99.9,-99.9,-1
-19.8351,0,7.32376,-99.9,-99.9,-1,-99.9,-99.9,-1
5.22401,0,7.41716,-99.9,-99.9,-1,-99.9,-99.9,-1
9.09394,0,3.51434,-25,0,230,25,0,383
-12.9395,0,8.02759,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.5888,0,0.334112,-25,0,342,25,0,317
-20.5848,0,9.70249,-25,0,348,25,0,121
11.5767,0,-6.49099,-25,0,304,25,0,623
-2.82949,0,-1.17089,-25,0,74,25,0,81
4.14167,0,-9.71481,-25,0,1013,25,0,915
-6.474,0,3.40919,-25,0,95,25,0,80
-2.43641,0,4.16793,-25,0,97,25,0,76
-5.85436,0,-3.5558,-25,0,328,25,0,401
-15.1797,0,9.18189,-99.9,-99.9,-1,-99.9,-99.9,-1
-0.675889,0,8.26411,-25,0,45,25,0,42
-7.03152,0,-9.23593,-25,0,421,25,0,301
6.53166,0,-9.60925,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.2088,0,2.14287,-99.9,-99.9,-1,-99.9,-99.9,-1
-14.442,0,7.34428,-99.9,-99.9,-1,-99.9,-99.9,-1
21.3135,0,2.57339,-25,0,114,25,0,485
16.8347,0,-4.71148,-25,0,1356,25,0,3168
4.74894,0,-8.03771,-25,0,576,25,0,779
-6.66211,0,-5.23204,-25,0,369,25,0,287
-17.3788,0,-6.83735,-25,0,1445,25,0,443
21.5906,0,9.5554,-25,0,142,25,0,734
19.8668,0,-6.47356,-25,0,173,25,0,639
14.5351,0,-6.16298,-25,0,4,25,0,19
-0.68067,0,-5.74937,-25,0,705,25,0,585
-4.68923,0,2.07588,-25,0,80,25,0,59
-14.7206,0,6.20459,-99.9,-99.9,-1,-99.9,-99.9,-1
-21.1372,0,1.78225,-25,0,612,25,0,88
11.7101,0,-9.99092,-25,0,2,25,0,7
1.40211,0,7.70933,-25,0,108,25,0,102
-20.6644,0,0.214397,-25,0,1,25,0,1
-14.5041,0,5.93407,-25,0,796,25,0,428
5.90392,0,9.53977,-25,0,35,25,0,35
-5.61024,0,-6.7516,-25,0,956,25,0,788
-0.10062,0,0.0424112,-25,0,6,25,0,9
-9.68668,0,2.48652,-25,0,19,25,0,8
3.8017,0,3.96468,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.5159,0,-1.47766,-25,0,547,25,0,365
-0.59275,0,5.62739,-25,0,45,25,0,52
-19.4555,0,-2.46154,-99.9,-99.9,-1,-99.9,-99.9,-1
-7.75375,0,7.94631,-25,0,35,25,0,13
-18.3307,0,4.21618,-25,0,226,25,0,75
5.91166,0,2.90341,-25,0,487,25,0,481
12.9823,0,6.92648,-25,0,231,25,0,400
-17.5484,0,-8.53801,-25,0,2,25,0,1
-16.918,0,-4.46725,-25,0,51,25,0,39
1.77813,0,9.85378,-25,0,8,25,0,13
-0.67453,0,-5.77198,-25,0,1657,25,0,914
-16.2829,0,2.93256,-25,0,489,25,0,209
12.9038,0,1.08687,-25,0,759,25,0,1496
3.3239,0,2.80826,-25,0,10,25,0,6
10.2007,0,1.28761,-25,0,19,25,0,42
6.29896,0,-2.74281,-99.9,-99.9,-1,-99.9,-99.9,-1
5.9348,0,-2.69713,-25,0,464,25,0,606
3.45152,0,-7.57155,-25,0,109,25,0,119
14.3269,0,-1.08311,-25,0,131,25,0,289
-19.1816,0,-3.06812,-25,0,340,25,0,166
-12.2794,0,-8.24068,-25,0,234,25,0,121
-11.3399,0,9.8907,-25,0,2,25,0,5
-10.6348,0,-5.67112,-25,0,1178,25,0,1203
-0.340716,0,-7.79147,-25,0,311,25,0,290
-5.37691,0,5.72262,-25,0,467,25,0,365
-7.91892,0,6.10044,-25,0,598,25,0,400
14.8026,0,8.17382,-25,0,160,25,0,321
1.0283,0,-5.01227,-25,0,833,25,0,907
-5.44717,0,6.23037,-25,0,23,25,0,16
-6.39305,0,-3.73031,-99.9,-99.9,-1,-99.9,-99.9,-1
-8.76787,0,-8.4373,-25,0,711,25,0,354
-13.1019,0,6.30254,-25,0,74,25,0,26
6.20851,0,-3.88581,-25,0,695,25,0,854
-15.8413,0,-7.77658,-25,0,2156,25,0,830
14.6927,0,5.60434,-99.9,-99.9,-1,25,0,1
-15.6886,0,1.7225,-25,0,60,25,0,25
-14.8363,0,-4.53883,-25,0,1332,25,0,1258
17.9944,0,-6.45554,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.414,0,5.81408,-99.9,-99.9,-1,-99.9,-99.9,-1
7.31988,0,-5.4832,-25,0,301,25,0,355
9.266,0,7.02357,-25,0,435,25,0,564
3.24431,0,8.14981,-25,0,95,25,0,104
10.1303,0,6.18805,-99.9,-99.9,-1,-99.9,-99.9,-1
17.9281,0,5.67421,-25,0,4,25,0,4
-1.34854,0,-5.27858,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.9575,0,-9.36163,-99.9,-99.9,-1,-99.9,-99.9,-1
1.66129,0,3.24138,-99.9,-99.9,-1,-99.9,-99.9,-1
0.747556,0,-2.28756,-25,0,6,25,0,17
-14.4675,0,-0.920464,-25,0,2,-99.9,-99.9,-1
-0.336121,0,4.83949,-25,0,1,-99.9,-99.9,-1
0.444284,0,-2.2396,-25,0,764,25,0,885
11.5679,0,7.06498,-25,0,1278,25,0,1819
11.7076,0,-0.095143,-25,0,2,25,0,3
-21.9071,0,1.54799,-25,0,2,-99.9,-99.9,-1
5.85055,0,0.829133,-25,0,85,25,0,103
-6.04095,0,-6.7344,-25,0,328,25,0,236
4.33439,0,-3.53779,-25,0,578,25,0,712
-13.1522,0,-0.215638,-25,0,9,25,0,2
9.76516,0,-0.94033,-25,0,326,25,0,591
16.8571,0,-1.09681,-99.9,-99.9,-1,25,0,1
-16.8174,0,7.84249,-99.9,-99.9,-1,-99.9,-99.9,-1
10.5587,0,2.6009,-25,0,1,-99.9,-99.9,-1
-11.9808,0,0.351432,-25,0,2,-99.9,-99.9,-1
-0.602746,0,0.293446,-25,0,1,-99.9,-99.9,-1
8.01544,0,-6.89585,-25,0,67,25,0,104
9.24873,0,1.6728,-25,0,558,25,0,757
20.8729,0,-4.92291,-25,0,26,25,0,89
14.8777,0,-2.86069,-25,0,133,25,0,344
-21.6179,0,-6.99769,-25,0,177,25,0,147
12.4156,0,3.69648,-25,0,69,25,0,104
20.1142,0,-9.80184,-25,0,739,25,0,1818
-3.67599,0,-8.75313,-25,0,126,25,0,93
11.8591,0,1.79296,-25,0,99,25,0,176
-12.5607,0,-4.89299,-25,0,1972,25,0,698
16.7845,0,7.54621,-99.9,-99.9,-1,-99.9,-99.9,-1
2.01326,0,-0.755415,-25,0,1,25,0,2
-10.99,0,9.00708,-25,0,63,25,0,43
2.31015,0,0.247557,-25,0,3,25,0,1
-20.9459,0,3.10828,-25,0,935,25,0,195
-5.63613,0,-2.61412,-25,0,3,25,0,1
-10.5061,0,-0.393324,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.78871,0,8.95478,-25,0,157,25,0,124
-18.5297,0,-0.452719,-25,0,939,25,0,282
5.21575,0,1.84324,-25,0,431,25,0,535
16.7497,0,-8.6975,-99.9,-99.9,-1,-99.9,-99.9,-1
6.36421,0,3.63721,-25,0,108,25,0,143
-2.95474,0,-5.5965,-25,0,343,25,0,243
12.9729,0,8.57751,-99.9,-99.9,-1,25,0,2
-12.6891,0,-4.6352,-25,0,1,-99.9,-99.9,-1
17.8804,0,9.89911,-25,0,4,25,0,8
-20.3787,0,-8.59342,-99.9,-99.9,-1,-99.9,-99.9,-1
-20.231,0,7.76557,-25,0,1,-99.9,-99.9,-1
21.152,0,5.76041,-25,0,119,25,0,334
6.29705,0,7.15627,-25,0,6,25,0,4
8.81713,0,4.82258,-99.9,-99.9,-1,-99.9,-99.9,-1
15.9921,0,9.88508,-25,0,28,25,0,49
6.7588,0,-2.59348,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.7271,0,-2.80128,-99.9,-99.9,-1,-99.9,-99.9,-1
-7.1251,0,7.05726,-25,0,423,25,0,280
-20.3805,0,0.0159286,-99.9,-99.9,-1,-99.9,-99.9,-1
-19.8769,0,-7.04757,-25,0,515,25,0,192
17.2235,0,7.05607,-25,0,1,-99.9,-99.9,-1
11.9745,0,5.34198,-25,0,561,25,0,923
3.07602,0,-4.10777,-25,0,298,25,0,378
-7.30446,0,6.38423,-25,0,685,25,0,515
11.4102,0,8.44395,-25,0,15,25,0,26
-13.1002,0,1.54283,-25,0,13,25,0,10
18.7817,0,-9.47013,-99.9,-99.9,-1,25,0,1
-15.8178,0,-1.47593,-25,0,1,-99.9,-99.9,-1
5.89065,0,0.142608,-25,0,403,25,0,537
-15.9818,0,4.81319,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.2968,0,9.82376,-99.9,-99.9,-1,-99.9,-99.9,-1
-0.176602,0,-0.9193,-25,0,6,25,0,8
-18.2186,0,-1.89265,-25,0,629,25,0,200
-21.3075,0,-6.26771,-25,0,754,25,0,288
6.14246,0,-5.91777,-25,0,87,25,0,127
19.4916,0,-5.86881,-25,0,32,25,0,94
-17.3248,0,2.6698,-25,0,254,25,0,106
12.8626,0,-5.31063,-99.9,-99.9,-1,-99.9,-99.9,-1
-8.81055,0,6.8123,-99.9,-99.9,-1,25,0,1
-10.3934,0,2.79537,-25,0,353,25,0,200
-21.2804,0,-7.67774,-25,0,1,-99.9,-99.9,-1
0.0287412,0,-5.7933,-99.9,-99.9,-1,-99.9,-99.9,-1
-20.3298,0,2.70794,-99.9,-99.9,-1,-99.9,-99.9,-1
16.9908,0,2.90433,-25,0,1,-99.9,-99.9,-1
20.2257,0,-3.19393,-25,0,42,25,0,103
18.0916,0,8.05752,-25,0,250,25,0,714
4.93502,0,8.98649,-25,0,553,25,0,645
-12.6681,0,6.65513,-25,0,54,25,0,24
-21.7302,0,-3.37665,-25,0,1,-99.9,-99.9,-1
-16.1142,0,5.40241,-25,0,273,25,0,132
-1.2603,0,-1.80427,-25,0,187,25,0,177
-16.9423,0,-5.8577,-25,0,381,25,0,174
-9.14368,0,9.65614,-25,0,274,25,0,171
-7.26115,0,-3.45196,-25,0,191,25,0,141
-17.8726,0,6.01605,-25,0,2,-99.9,-99.9,-1
16.2104,0,3.52491,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.3327,0,3.12729,-25,0,1,-99.9,-99.9,-1
-6.77393,0,-9.69212,-25,0,2,25,0,2
-14.4829,0,-4.67821,-25,0,243,25,0,81
-21.4823,0,-2.05732,-25,0,2484,25,0,723
-14.815,0,2.53918,-25,0,81,25,0,41
-12.206,0,-3.135,-99.9,-99.9,-1,-99.9,-99.9,-1
-18.0213,0,7.1234,-25,0,76,25,0,32
1.26858,0,-9.54978,-25,0,15,25,0,14
8.94259,0,8.91495,-25,0,22,25,0,30
11.7608,0,4.20665,-99.9,-99.9,-1,-99.9,-99.9,-1
-11.6817,0,9.30115,-25,0,1,-99.9,-99.9,-1
-16.5213,0,4.4326,-25,0,67,25,0,32
20.1112,0,-6.99316,-25,0,133,25,0,412
-12.8536,0,1.02682,-25,0,203,25,0,112
2.79825,0,-6.37221,-25,0,338,25,0,301
7.74827,0,4.35322,-99.9,-99.9,-1,25,0,2
5.78639,0,0.178095,-25,0,7,25,0,15
-21.2225,0,1.07413,-25,0,560,25,0,93
-8.56084,0,0.0184002,-25,0,385,25,0,221
7.1742,0,1.25554,-25,0,21,25,0,32
-12.6078,0,3.07454,-25,0,323,25,0,159
-19.1987,0,7.56529,-25,0,214,25,0,72
17.2788,0,-0.164677,-99.9,-99.9,-1,-99.9,-99.9,-1
0.966552,0,-7.62526,-25,0,17,25,0,11
16.212,0,-4.20244,-25,0,224,25,0,594
-6.24115,0,-3.94524,-25,0,2514,25,0,1881
20.0539,0,-7.60143,-25,0,396,25,0,1260
12.8478,0,2.41528,-25,0,247,25,0,416
19.0213,0,-3.67211,-25,0,14,25,0,62
-8.5595,0,2.09383,-25,0,371,25,0,244
-11.1808,0,4.83271,-25,0,185,25,0,116
